"recommendation_id","student_id","recommendation_description","activity_id","provider_id"
158436,479,"Debate Club",NULL,NULL
158437,479,"Volunteer Group",NULL,NULL
158438,480,"Debate Club",NULL,NULL
158439,480,"Art Club",NULL,NULL
158440,480,"Coding Club",NULL,NULL
158441,481,"Coding Club",NULL,NULL
158442,481,"Debate Club",NULL,NULL
158443,481,"Volunteer Group",NULL,NULL
158444,482,"Music Club",NULL,NULL
158445,482,"Debate Club",NULL,NULL
158446,482,"Coding Club",NULL,NULL
158447,483,"Music Club",NULL,NULL
158448,483,"Art Club",NULL,NULL
158449,483,"Coding Club",NULL,NULL
158450,484,"Debate Club",NULL,NULL
158451,484,"Art Club",NULL,NULL
158452,484,"Coding Club",NULL,NULL
158453,485,"Music Club",NULL,NULL
158454,485,"Debate Club",NULL,NULL
158455,485,"Art Club",NULL,NULL
158456,486,"Debate Club",NULL,NULL
158457,486,"Art Club",NULL,NULL
158458,486,"Coding Club",NULL,NULL
158459,487,"Music Club",NULL,NULL
158460,487,"Debate Club",NULL,NULL
158461,487,"Coding Club",NULL,NULL
158462,488,"Music Club",NULL,NULL
158463,488,"Debate Club",NULL,NULL
158464,488,"Art Club",NULL,NULL
158465,489,"Music Club",NULL,NULL
158466,489,"Art Club",NULL,NULL
158467,489,"Coding Club",NULL,NULL
158468,490,"Music Club",NULL,NULL
158469,490,"Art Club",NULL,NULL
158470,490,"Coding Club",NULL,NULL
158471,491,"Coding Club",NULL,NULL
158472,491,"Debate Club",NULL,NULL
158473,491,"Volunteer Group",NULL,NULL
158474,492,"Coding Club",NULL,NULL
158475,492,"Debate Club",NULL,NULL
158476,492,"Volunteer Group",NULL,NULL
158477,493,"Music Club",NULL,NULL
158478,493,"Debate Club",NULL,NULL
158479,493,"Art Club",NULL,NULL
158480,494,"Coding Club",NULL,NULL
158481,494,"Debate Club",NULL,NULL
158482,494,"Volunteer Group",NULL,NULL
158483,495,"Music Club",NULL,NULL
158484,495,"Debate Club",NULL,NULL
158485,495,"Coding Club",NULL,NULL
158486,496,"Music Club",NULL,NULL
158487,496,"Art Club",NULL,NULL
158488,496,"Coding Club",NULL,NULL
158489,497,"Coding Club",NULL,NULL
158490,497,"Debate Club",NULL,NULL
158491,497,"Volunteer Group",NULL,NULL
158492,498,"Music Club",NULL,NULL
158493,498,"Art Club",NULL,NULL
158494,498,"Coding Club",NULL,NULL
158495,499,"Debate Club",NULL,NULL
158496,499,"Art Club",NULL,NULL
158497,499,"Coding Club",NULL,NULL
158498,500,"Music Club",NULL,NULL
158499,500,"Debate Club",NULL,NULL
158500,500,"Art Club",NULL,NULL
158501,501,"Debate Club",NULL,NULL
158502,501,"Music Club",NULL,NULL
158503,501,"Art Club",NULL,NULL
158504,502,"Coding Club",NULL,NULL
158505,502,"Debate Club",NULL,NULL
158506,502,"Volunteer Group",NULL,NULL
158507,503,"Music Club",NULL,NULL
158508,503,"Debate Club",NULL,NULL
158509,503,"Art Club",NULL,NULL
158510,504,"Music Club",NULL,NULL
158511,504,"Art Club",NULL,NULL
158512,504,"Coding Club",NULL,NULL
158513,505,"Music Club",NULL,NULL
158514,505,"Art Club",NULL,NULL
158515,505,"Coding Club",NULL,NULL
158516,506,"Debate Club",NULL,NULL
158517,506,"Music Club",NULL,NULL
158518,506,"Art Club",NULL,NULL
158519,507,"Debate Club",NULL,NULL
158520,507,"Art Club",NULL,NULL
158521,507,"Coding Club",NULL,NULL
158522,508,"Debate Club",NULL,NULL
158523,508,"Art Club",NULL,NULL
158524,508,"Coding Club",NULL,NULL
158525,509,"Music Club",NULL,NULL
158526,509,"Art Club",NULL,NULL
158527,509,"Coding Club",NULL,NULL
158528,510,"Music Club",NULL,NULL
158529,510,"Debate Club",NULL,NULL
158530,510,"Art Club",NULL,NULL
158531,511,"Coding Club",NULL,NULL
158532,511,"Debate Club",NULL,NULL
158533,511,"Volunteer Group",NULL,NULL
158534,512,"Music Club",NULL,NULL
158535,512,"Art Club",NULL,NULL
158536,512,"Coding Club",NULL,NULL
158537,513,"Coding Club",NULL,NULL
158538,513,"Debate Club",NULL,NULL
158539,513,"Volunteer Group",NULL,NULL
158540,514,"Music Club",NULL,NULL
158541,514,"Debate Club",NULL,NULL
158542,514,"Art Club",NULL,NULL
158543,515,"Music Club",NULL,NULL
158544,515,"Debate Club",NULL,NULL
158545,515,"Coding Club",NULL,NULL
158546,516,"Music Club",NULL,NULL
158547,516,"Debate Club",NULL,NULL
158548,516,"Coding Club",NULL,NULL
158549,517,"Debate Club",NULL,NULL
158550,517,"Art Club",NULL,NULL
158551,517,"Coding Club",NULL,NULL
158552,518,"Debate Club",NULL,NULL
158553,518,"Music Club",NULL,NULL
158554,518,"Art Club",NULL,NULL
158555,519,"Music Club",NULL,NULL
158556,519,"Debate Club",NULL,NULL
158557,519,"Coding Club",NULL,NULL
158558,520,"Music Club",NULL,NULL
158559,520,"Debate Club",NULL,NULL
158560,520,"Coding Club",NULL,NULL
158561,521,"Music Club",NULL,NULL
158562,521,"Debate Club",NULL,NULL
158563,521,"Coding Club",NULL,NULL
158564,522,"Debate Club",NULL,NULL
158565,522,"Art Club",NULL,NULL
158566,522,"Coding Club",NULL,NULL
158567,523,"Music Club",NULL,NULL
158568,523,"Art Club",NULL,NULL
158569,523,"Coding Club",NULL,NULL
158570,524,"Music Club",NULL,NULL
158571,524,"Debate Club",NULL,NULL
158572,524,"Art Club",NULL,NULL
158573,525,"Debate Club",NULL,NULL
158574,525,"Art Club",NULL,NULL
158575,525,"Coding Club",NULL,NULL
158576,526,"Debate Club",NULL,NULL
158577,526,"Music Club",NULL,NULL
158578,526,"Art Club",NULL,NULL
158579,527,"Debate Club",NULL,NULL
158580,527,"Music Club",NULL,NULL
158581,527,"Art Club",NULL,NULL
158582,528,"Coding Club",NULL,NULL
158583,528,"Debate Club",NULL,NULL
158584,528,"Volunteer Group",NULL,NULL
158585,529,"Debate Club",NULL,NULL
158586,529,"Music Club",NULL,NULL
158587,529,"Art Club",NULL,NULL
158588,530,"Debate Club",NULL,NULL
158589,530,"Art Club",NULL,NULL
158590,530,"Coding Club",NULL,NULL
158591,531,"Music Club",NULL,NULL
158592,531,"Art Club",NULL,NULL
158593,531,"Coding Club",NULL,NULL
158594,532,"Music Club",NULL,NULL
158595,532,"Debate Club",NULL,NULL
158596,532,"Art Club",NULL,NULL
158597,533,"Music Club",NULL,NULL
158598,533,"Art Club",NULL,NULL
158599,533,"Coding Club",NULL,NULL
158600,534,"Music Club",NULL,NULL
158601,534,"Art Club",NULL,NULL
158602,534,"Coding Club",NULL,NULL
158603,535,"Debate Club",NULL,NULL
158604,535,"Music Club",NULL,NULL
158605,535,"Art Club",NULL,NULL
158606,536,"Coding Club",NULL,NULL
158607,536,"Debate Club",NULL,NULL
158608,536,"Volunteer Group",NULL,NULL
158609,537,"Music Club",NULL,NULL
158610,537,"Art Club",NULL,NULL
158611,537,"Coding Club",NULL,NULL
158612,538,"Debate Club",NULL,NULL
158613,538,"Music Club",NULL,NULL
158614,538,"Art Club",NULL,NULL
158615,539,"Music Club",NULL,NULL
158616,539,"Debate Club",NULL,NULL
158617,539,"Coding Club",NULL,NULL
158618,540,"Coding Club",NULL,NULL
158619,540,"Debate Club",NULL,NULL
158620,540,"Volunteer Group",NULL,NULL
158621,541,"Debate Club",NULL,NULL
158622,541,"Art Club",NULL,NULL
158623,541,"Coding Club",NULL,NULL
158624,542,"Coding Club",NULL,NULL
158625,542,"Debate Club",NULL,NULL
158626,542,"Volunteer Group",NULL,NULL
158627,543,"Music Club",NULL,NULL
158628,543,"Art Club",NULL,NULL
158629,543,"Coding Club",NULL,NULL
158630,544,"Coding Club",NULL,NULL
158631,544,"Debate Club",NULL,NULL
158632,544,"Volunteer Group",NULL,NULL
158633,545,"Music Club",NULL,NULL
158634,545,"Debate Club",NULL,NULL
158635,545,"Art Club",NULL,NULL
158636,546,"Coding Club",NULL,NULL
158637,546,"Debate Club",NULL,NULL
158638,546,"Volunteer Group",NULL,NULL
158639,547,"Coding Club",NULL,NULL
158640,547,"Debate Club",NULL,NULL
158641,547,"Volunteer Group",NULL,NULL
158642,548,"Debate Club",NULL,NULL
158643,548,"Music Club",NULL,NULL
158644,548,"Art Club",NULL,NULL
158645,549,"Music Club",NULL,NULL
158646,549,"Debate Club",NULL,NULL
158647,549,"Coding Club",NULL,NULL
158648,550,"Debate Club",NULL,NULL
158649,550,"Art Club",NULL,NULL
158650,550,"Coding Club",NULL,NULL
158651,551,"Music Club",NULL,NULL
158652,551,"Art Club",NULL,NULL
158653,551,"Coding Club",NULL,NULL
158654,552,"Music Club",NULL,NULL
158655,552,"Art Club",NULL,NULL
158656,552,"Coding Club",NULL,NULL
158657,553,"Coding Club",NULL,NULL
158658,553,"Debate Club",NULL,NULL
158659,553,"Volunteer Group",NULL,NULL
158660,554,"Music Club",NULL,NULL
158661,554,"Art Club",NULL,NULL
158662,554,"Coding Club",NULL,NULL
158663,555,"Debate Club",NULL,NULL
158664,555,"Art Club",NULL,NULL
158665,555,"Coding Club",NULL,NULL
158666,556,"Music Club",NULL,NULL
158667,556,"Art Club",NULL,NULL
158668,556,"Coding Club",NULL,NULL
158669,557,"Music Club",NULL,NULL
158670,557,"Debate Club",NULL,NULL
158671,557,"Coding Club",NULL,NULL
158672,558,"Coding Club",NULL,NULL
158673,558,"Debate Club",NULL,NULL
158674,558,"Volunteer Group",NULL,NULL
158675,559,"Coding Club",NULL,NULL
158676,559,"Debate Club",NULL,NULL
158677,559,"Volunteer Group",NULL,NULL
158678,560,"Music Club",NULL,NULL
158679,560,"Debate Club",NULL,NULL
158680,560,"Art Club",NULL,NULL
158681,561,"Debate Club",NULL,NULL
158682,561,"Art Club",NULL,NULL
158683,561,"Coding Club",NULL,NULL
158684,562,"Debate Club",NULL,NULL
158685,562,"Music Club",NULL,NULL
158686,562,"Art Club",NULL,NULL
158687,563,"Debate Club",NULL,NULL
158688,563,"Music Club",NULL,NULL
158689,563,"Art Club",NULL,NULL
158690,564,"Debate Club",NULL,NULL
158691,564,"Art Club",NULL,NULL
158692,564,"Coding Club",NULL,NULL
158693,565,"Debate Club",NULL,NULL
158694,565,"Music Club",NULL,NULL
158695,565,"Art Club",NULL,NULL
158696,566,"Debate Club",NULL,NULL
158697,566,"Art Club",NULL,NULL
158698,566,"Coding Club",NULL,NULL
158699,567,"Debate Club",NULL,NULL
158700,567,"Art Club",NULL,NULL
158701,567,"Coding Club",NULL,NULL
158702,568,"Coding Club",NULL,NULL
158703,568,"Debate Club",NULL,NULL
158704,568,"Volunteer Group",NULL,NULL
158705,569,"Music Club",NULL,NULL
158706,569,"Debate Club",NULL,NULL
158707,569,"Coding Club",NULL,NULL
158708,570,"Music Club",NULL,NULL
158709,570,"Debate Club",NULL,NULL
158710,570,"Art Club",NULL,NULL
158711,571,"Debate Club",NULL,NULL
158712,571,"Art Club",NULL,NULL
158713,571,"Coding Club",NULL,NULL
158714,572,"Music Club",NULL,NULL
158715,572,"Art Club",NULL,NULL
158716,572,"Coding Club",NULL,NULL
158717,573,"Music Club",NULL,NULL
158718,573,"Art Club",NULL,NULL
158719,573,"Coding Club",NULL,NULL
158720,574,"Music Club",NULL,NULL
158721,574,"Art Club",NULL,NULL
158722,574,"Coding Club",NULL,NULL
158723,638,"Coding Club",NULL,NULL
158724,638,"Debate Club",NULL,NULL
158725,638,"Volunteer Group",NULL,NULL
158726,575,"Music Club",NULL,NULL
158727,575,"Debate Club",NULL,NULL
158728,575,"Art Club",NULL,NULL
158729,576,"Debate Club",NULL,NULL
158730,576,"Music Club",NULL,NULL
158731,576,"Art Club",NULL,NULL
158732,577,"Music Club",NULL,NULL
158733,577,"Debate Club",NULL,NULL
158734,577,"Coding Club",NULL,NULL
158735,578,"Debate Club",NULL,NULL
158736,578,"Music Club",NULL,NULL
158737,578,"Art Club",NULL,NULL
158738,579,"Music Club",NULL,NULL
158739,579,"Debate Club",NULL,NULL
158740,579,"Art Club",NULL,NULL
158741,580,"Debate Club",NULL,NULL
158742,580,"Music Club",NULL,NULL
158743,580,"Art Club",NULL,NULL
158744,581,"Music Club",NULL,NULL
158745,581,"Debate Club",NULL,NULL
158746,581,"Coding Club",NULL,NULL
158747,582,"Music Club",NULL,NULL
158748,582,"Debate Club",NULL,NULL
158749,582,"Art Club",NULL,NULL
158750,583,"Coding Club",NULL,NULL
158751,583,"Debate Club",NULL,NULL
158752,583,"Volunteer Group",NULL,NULL
158753,584,"Debate Club",NULL,NULL
158754,584,"Music Club",NULL,NULL
158755,584,"Art Club",NULL,NULL
158756,585,"Music Club",NULL,NULL
158757,585,"Debate Club",NULL,NULL
158758,585,"Art Club",NULL,NULL
158759,586,"Debate Club",NULL,NULL
158760,586,"Music Club",NULL,NULL
158761,586,"Art Club",NULL,NULL
158762,587,"Music Club",NULL,NULL
158763,587,"Debate Club",NULL,NULL
158764,587,"Coding Club",NULL,NULL
158765,588,"Debate Club",NULL,NULL
158766,588,"Art Club",NULL,NULL
158767,588,"Coding Club",NULL,NULL
158768,589,"Debate Club",NULL,NULL
158769,589,"Music Club",NULL,NULL
158770,589,"Art Club",NULL,NULL
158771,590,"Debate Club",NULL,NULL
158772,590,"Art Club",NULL,NULL
158773,590,"Coding Club",NULL,NULL
158774,591,"Debate Club",NULL,NULL
158775,591,"Music Club",NULL,NULL
158776,591,"Art Club",NULL,NULL
158777,592,"Music Club",NULL,NULL
158778,592,"Art Club",NULL,NULL
158779,592,"Coding Club",NULL,NULL
158780,593,"Music Club",NULL,NULL
158781,593,"Debate Club",NULL,NULL
158782,593,"Art Club",NULL,NULL
158783,594,"Debate Club",NULL,NULL
158784,594,"Art Club",NULL,NULL
158785,594,"Coding Club",NULL,NULL
158786,595,"Debate Club",NULL,NULL
158787,595,"Music Club",NULL,NULL
158788,595,"Art Club",NULL,NULL
158789,596,"Music Club",NULL,NULL
158790,596,"Art Club",NULL,NULL
158791,596,"Coding Club",NULL,NULL
158792,597,"Music Club",NULL,NULL
158793,597,"Debate Club",NULL,NULL
158794,597,"Coding Club",NULL,NULL
158795,598,"Debate Club",NULL,NULL
158796,598,"Art Club",NULL,NULL
158797,598,"Coding Club",NULL,NULL
158798,599,"Debate Club",NULL,NULL
158799,599,"Art Club",NULL,NULL
158800,599,"Coding Club",NULL,NULL
158801,600,"Debate Club",NULL,NULL
158802,600,"Art Club",NULL,NULL
158803,600,"Coding Club",NULL,NULL
158804,601,"Debate Club",NULL,NULL
158805,601,"Music Club",NULL,NULL
158806,601,"Art Club",NULL,NULL
158807,602,"Coding Club",NULL,NULL
158808,602,"Debate Club",NULL,NULL
158809,602,"Volunteer Group",NULL,NULL
158810,603,"Music Club",NULL,NULL
158811,603,"Debate Club",NULL,NULL
158812,603,"Coding Club",NULL,NULL
158813,604,"Debate Club",NULL,NULL
158814,604,"Music Club",NULL,NULL
158815,604,"Art Club",NULL,NULL
158816,605,"Music Club",NULL,NULL
158817,605,"Art Club",NULL,NULL
158818,605,"Coding Club",NULL,NULL
158819,704,"Music Club",NULL,NULL
158820,704,"Art Club",NULL,NULL
158821,704,"Coding Club",NULL,NULL
158822,606,"Debate Club",NULL,NULL
158823,606,"Music Club",NULL,NULL
158824,606,"Art Club",NULL,NULL
158825,607,"Music Club",NULL,NULL
158826,607,"Debate Club",NULL,NULL
158827,607,"Art Club",NULL,NULL
158828,608,"Debate Club",NULL,NULL
158829,608,"Art Club",NULL,NULL
158830,608,"Coding Club",NULL,NULL
158831,609,"Debate Club",NULL,NULL
158832,609,"Art Club",NULL,NULL
158833,609,"Coding Club",NULL,NULL
158834,610,"Music Club",NULL,NULL
158835,610,"Debate Club",NULL,NULL
158836,610,"Art Club",NULL,NULL
158837,611,"Music Club",NULL,NULL
158838,611,"Debate Club",NULL,NULL
158839,611,"Art Club",NULL,NULL
158840,612,"Coding Club",NULL,NULL
158841,612,"Debate Club",NULL,NULL
158842,612,"Volunteer Group",NULL,NULL
158843,613,"Music Club",NULL,NULL
158844,613,"Debate Club",NULL,NULL
158845,613,"Coding Club",NULL,NULL
158846,614,"Music Club",NULL,NULL
158847,614,"Debate Club",NULL,NULL
158848,614,"Art Club",NULL,NULL
158849,615,"Debate Club",NULL,NULL
158850,615,"Music Club",NULL,NULL
158851,615,"Art Club",NULL,NULL
158852,616,"Music Club",NULL,NULL
158853,616,"Art Club",NULL,NULL
158854,616,"Coding Club",NULL,NULL
158855,617,"Music Club",NULL,NULL
158856,617,"Debate Club",NULL,NULL
158857,617,"Coding Club",NULL,NULL
158858,618,"Coding Club",NULL,NULL
158859,618,"Debate Club",NULL,NULL
158860,618,"Volunteer Group",NULL,NULL
158861,619,"Music Club",NULL,NULL
158862,619,"Debate Club",NULL,NULL
158863,619,"Art Club",NULL,NULL
158864,620,"Music Club",NULL,NULL
158865,620,"Debate Club",NULL,NULL
158866,620,"Art Club",NULL,NULL
158867,621,"Debate Club",NULL,NULL
158868,621,"Music Club",NULL,NULL
158869,621,"Art Club",NULL,NULL
158870,622,"Music Club",NULL,NULL
158871,622,"Debate Club",NULL,NULL
158872,622,"Art Club",NULL,NULL
158873,623,"Debate Club",NULL,NULL
158874,623,"Music Club",NULL,NULL
158875,623,"Art Club",NULL,NULL
158876,624,"Debate Club",NULL,NULL
158877,624,"Music Club",NULL,NULL
158878,624,"Art Club",NULL,NULL
158879,625,"Music Club",NULL,NULL
158880,625,"Debate Club",NULL,NULL
158881,625,"Art Club",NULL,NULL
158882,626,"Coding Club",NULL,NULL
158883,626,"Debate Club",NULL,NULL
158884,626,"Volunteer Group",NULL,NULL
158885,627,"Music Club",NULL,NULL
158886,627,"Debate Club",NULL,NULL
158887,627,"Coding Club",NULL,NULL
158888,628,"Music Club",NULL,NULL
158889,628,"Debate Club",NULL,NULL
158890,628,"Coding Club",NULL,NULL
158891,629,"Debate Club",NULL,NULL
158892,629,"Music Club",NULL,NULL
158893,629,"Art Club",NULL,NULL
158894,630,"Debate Club",NULL,NULL
158895,630,"Music Club",NULL,NULL
158896,630,"Art Club",NULL,NULL
158897,631,"Music Club",NULL,NULL
158898,631,"Debate Club",NULL,NULL
158899,631,"Art Club",NULL,NULL
158900,632,"Debate Club",NULL,NULL
158901,632,"Art Club",NULL,NULL
158902,632,"Coding Club",NULL,NULL
158903,633,"Music Club",NULL,NULL
158904,633,"Debate Club",NULL,NULL
158905,633,"Art Club",NULL,NULL
158906,634,"Debate Club",NULL,NULL
158907,634,"Art Club",NULL,NULL
158908,634,"Coding Club",NULL,NULL
158909,635,"Music Club",NULL,NULL
158910,635,"Debate Club",NULL,NULL
158911,635,"Art Club",NULL,NULL
158912,636,"Music Club",NULL,NULL
158913,636,"Art Club",NULL,NULL
158914,636,"Coding Club",NULL,NULL
158915,637,"Debate Club",NULL,NULL
158916,637,"Music Club",NULL,NULL
158917,637,"Art Club",NULL,NULL
158918,639,"Debate Club",NULL,NULL
158919,639,"Music Club",NULL,NULL
158920,639,"Art Club",NULL,NULL
158921,640,"Music Club",NULL,NULL
158922,640,"Debate Club",NULL,NULL
158923,640,"Coding Club",NULL,NULL
158924,641,"Coding Club",NULL,NULL
158925,641,"Debate Club",NULL,NULL
158926,641,"Volunteer Group",NULL,NULL
158927,642,"Music Club",NULL,NULL
158928,642,"Debate Club",NULL,NULL
158929,642,"Coding Club",NULL,NULL
158930,643,"Debate Club",NULL,NULL
158931,643,"Art Club",NULL,NULL
158932,643,"Coding Club",NULL,NULL
158933,644,"Music Club",NULL,NULL
158934,644,"Art Club",NULL,NULL
158935,644,"Coding Club",NULL,NULL
158936,645,"Music Club",NULL,NULL
158937,645,"Debate Club",NULL,NULL
158938,645,"Coding Club",NULL,NULL
158939,646,"Music Club",NULL,NULL
158940,646,"Debate Club",NULL,NULL
158941,646,"Coding Club",NULL,NULL
158942,647,"Music Club",NULL,NULL
158943,647,"Debate Club",NULL,NULL
158944,647,"Coding Club",NULL,NULL
158945,648,"Debate Club",NULL,NULL
158946,648,"Art Club",NULL,NULL
158947,648,"Coding Club",NULL,NULL
158948,649,"Debate Club",NULL,NULL
158949,649,"Art Club",NULL,NULL
158950,649,"Coding Club",NULL,NULL
158951,650,"Debate Club",NULL,NULL
158952,650,"Art Club",NULL,NULL
158953,650,"Coding Club",NULL,NULL
158954,651,"Debate Club",NULL,NULL
158955,651,"Art Club",NULL,NULL
158956,651,"Coding Club",NULL,NULL
158957,652,"Music Club",NULL,NULL
158958,652,"Debate Club",NULL,NULL
158959,652,"Art Club",NULL,NULL
158960,653,"Music Club",NULL,NULL
158961,653,"Art Club",NULL,NULL
158962,653,"Coding Club",NULL,NULL
158963,654,"Coding Club",NULL,NULL
158964,654,"Debate Club",NULL,NULL
158965,654,"Volunteer Group",NULL,NULL
158966,655,"Debate Club",NULL,NULL
158967,655,"Art Club",NULL,NULL
158968,655,"Coding Club",NULL,NULL
158969,656,"Music Club",NULL,NULL
158970,656,"Art Club",NULL,NULL
158971,656,"Coding Club",NULL,NULL
158972,657,"Debate Club",NULL,NULL
158973,657,"Music Club",NULL,NULL
158974,657,"Art Club",NULL,NULL
158975,658,"Debate Club",NULL,NULL
158976,658,"Art Club",NULL,NULL
158977,658,"Coding Club",NULL,NULL
158978,659,"Music Club",NULL,NULL
158979,659,"Debate Club",NULL,NULL
158980,659,"Coding Club",NULL,NULL
158981,660,"Music Club",NULL,NULL
158982,660,"Debate Club",NULL,NULL
158983,660,"Coding Club",NULL,NULL
158984,661,"Music Club",NULL,NULL
158985,661,"Art Club",NULL,NULL
158986,661,"Coding Club",NULL,NULL
158987,662,"Music Club",NULL,NULL
158988,662,"Art Club",NULL,NULL
158989,662,"Coding Club",NULL,NULL
158990,663,"Debate Club",NULL,NULL
158991,663,"Music Club",NULL,NULL
158992,663,"Art Club",NULL,NULL
158993,664,"Music Club",NULL,NULL
158994,664,"Debate Club",NULL,NULL
158995,664,"Coding Club",NULL,NULL
158996,665,"Coding Club",NULL,NULL
158997,665,"Debate Club",NULL,NULL
158998,665,"Volunteer Group",NULL,NULL
158999,666,"Music Club",NULL,NULL
159000,666,"Debate Club",NULL,NULL
159001,666,"Art Club",NULL,NULL
159002,667,"Music Club",NULL,NULL
159003,667,"Art Club",NULL,NULL
159004,667,"Coding Club",NULL,NULL
159005,668,"Music Club",NULL,NULL
159006,668,"Debate Club",NULL,NULL
159007,668,"Art Club",NULL,NULL
159008,669,"Coding Club",NULL,NULL
159009,669,"Debate Club",NULL,NULL
159010,669,"Volunteer Group",NULL,NULL
159011,670,"Music Club",NULL,NULL
159012,670,"Debate Club",NULL,NULL
159013,670,"Coding Club",NULL,NULL
159014,703,"Music Club",NULL,NULL
159015,703,"Art Club",NULL,NULL
159016,703,"Coding Club",NULL,NULL
159017,671,"Music Club",NULL,NULL
159018,671,"Debate Club",NULL,NULL
159019,671,"Coding Club",NULL,NULL
159020,672,"Debate Club",NULL,NULL
159021,672,"Music Club",NULL,NULL
159022,672,"Art Club",NULL,NULL
159023,673,"Debate Club",NULL,NULL
159024,673,"Music Club",NULL,NULL
159025,673,"Art Club",NULL,NULL
159026,674,"Music Club",NULL,NULL
159027,674,"Art Club",NULL,NULL
159028,674,"Coding Club",NULL,NULL
159029,675,"Debate Club",NULL,NULL
159030,675,"Music Club",NULL,NULL
159031,675,"Art Club",NULL,NULL
159032,676,"Debate Club",NULL,NULL
159033,676,"Music Club",NULL,NULL
159034,676,"Art Club",NULL,NULL
159035,677,"Debate Club",NULL,NULL
159036,677,"Art Club",NULL,NULL
159037,677,"Coding Club",NULL,NULL
159038,678,"Debate Club",NULL,NULL
159039,678,"Music Club",NULL,NULL
159040,678,"Art Club",NULL,NULL
159041,679,"Debate Club",NULL,NULL
159042,679,"Music Club",NULL,NULL
159043,679,"Art Club",NULL,NULL
159044,680,"Debate Club",NULL,NULL
159045,680,"Music Club",NULL,NULL
159046,680,"Art Club",NULL,NULL
159047,681,"Music Club",NULL,NULL
159048,681,"Art Club",NULL,NULL
159049,681,"Coding Club",NULL,NULL
159050,682,"Debate Club",NULL,NULL
159051,682,"Art Club",NULL,NULL
159052,682,"Coding Club",NULL,NULL
159053,683,"Music Club",NULL,NULL
159054,683,"Debate Club",NULL,NULL
159055,683,"Coding Club",NULL,NULL
159056,684,"Debate Club",NULL,NULL
159057,684,"Art Club",NULL,NULL
159058,684,"Coding Club",NULL,NULL
159059,685,"Music Club",NULL,NULL
159060,685,"Debate Club",NULL,NULL
159061,685,"Coding Club",NULL,NULL
159062,686,"Coding Club",NULL,NULL
159063,686,"Debate Club",NULL,NULL
159064,686,"Volunteer Group",NULL,NULL
159065,687,"Music Club",NULL,NULL
159066,687,"Art Club",NULL,NULL
159067,687,"Coding Club",NULL,NULL
159068,688,"Music Club",NULL,NULL
159069,688,"Debate Club",NULL,NULL
159070,688,"Coding Club",NULL,NULL
159071,689,"Debate Club",NULL,NULL
159072,689,"Art Club",NULL,NULL
159073,689,"Coding Club",NULL,NULL
159074,690,"Music Club",NULL,NULL
159075,690,"Debate Club",NULL,NULL
159076,690,"Art Club",NULL,NULL
159077,691,"Music Club",NULL,NULL
159078,691,"Debate Club",NULL,NULL
159079,691,"Art Club",NULL,NULL
159080,692,"Coding Club",NULL,NULL
159081,692,"Debate Club",NULL,NULL
159082,692,"Volunteer Group",NULL,NULL
159083,693,"Music Club",NULL,NULL
159084,693,"Debate Club",NULL,NULL
159085,693,"Art Club",NULL,NULL
159086,694,"Music Club",NULL,NULL
159087,694,"Art Club",NULL,NULL
159088,694,"Coding Club",NULL,NULL
159089,695,"Music Club",NULL,NULL
159090,695,"Debate Club",NULL,NULL
159091,695,"Art Club",NULL,NULL
159092,696,"Music Club",NULL,NULL
159093,696,"Art Club",NULL,NULL
159094,696,"Coding Club",NULL,NULL
159095,697,"Debate Club",NULL,NULL
159096,697,"Music Club",NULL,NULL
159097,697,"Art Club",NULL,NULL
159098,698,"Music Club",NULL,NULL
159099,698,"Debate Club",NULL,NULL
159100,698,"Coding Club",NULL,NULL
159101,699,"Music Club",NULL,NULL
159102,699,"Debate Club",NULL,NULL
159103,699,"Art Club",NULL,NULL
159104,700,"Debate Club",NULL,NULL
159105,700,"Art Club",NULL,NULL
159106,700,"Coding Club",NULL,NULL
159107,701,"Debate Club",NULL,NULL
159108,701,"Music Club",NULL,NULL
159109,701,"Art Club",NULL,NULL
159110,702,"Coding Club",NULL,NULL
159111,702,"Debate Club",NULL,NULL
159112,702,"Volunteer Group",NULL,NULL
159113,705,"Coding Club",NULL,NULL
159114,705,"Debate Club",NULL,NULL
159115,705,"Volunteer Group",NULL,NULL
159116,706,"Music Club",NULL,NULL
159117,706,"Art Club",NULL,NULL
159118,706,"Coding Club",NULL,NULL
159119,707,"Music Club",NULL,NULL
159120,707,"Art Club",NULL,NULL
159121,707,"Coding Club",NULL,NULL
159122,708,"Music Club",NULL,NULL
159123,708,"Art Club",NULL,NULL
159124,708,"Coding Club",NULL,NULL
159125,709,"Coding Club",NULL,NULL
159126,709,"Debate Club",NULL,NULL
159127,709,"Volunteer Group",NULL,NULL
159128,710,"Debate Club",NULL,NULL
159129,710,"Art Club",NULL,NULL
159130,710,"Coding Club",NULL,NULL
159131,711,"Debate Club",NULL,NULL
159132,711,"Music Club",NULL,NULL
159133,711,"Art Club",NULL,NULL
159134,712,"Music Club",NULL,NULL
159135,712,"Debate Club",NULL,NULL
159136,712,"Coding Club",NULL,NULL
159137,713,"Debate Club",NULL,NULL
159138,713,"Music Club",NULL,NULL
159139,713,"Art Club",NULL,NULL
159140,714,"Debate Club",NULL,NULL
159141,714,"Music Club",NULL,NULL
159142,714,"Art Club",NULL,NULL
159143,715,"Coding Club",NULL,NULL
159144,715,"Debate Club",NULL,NULL
159145,715,"Volunteer Group",NULL,NULL
159146,716,"Debate Club",NULL,NULL
